City,Cuisine,count
Lisbon,Middle Eastern,13
Lisbon,Thai,12
Lisbon,Turkish,11
Lisbon,Gastropub,11
Lisbon,Peruvian,10
Lisbon,Diner,9
Lisbon,Argentinean,9
Lisbon,German,8
Lisbon,Central European,8
Lisbon,Vietnamese,6
Lisbon,Tibetan,5
Lisbon,Arabic,5
Lisbon,Caribbean,5
Lisbon,Central American,5
Lisbon,Pakistani,4
Lisbon,Belgian,4
Lisbon,Lebanese,4
Lisbon,Cuban,3
Lisbon,Bangladeshi,3
Lisbon,British,3
Lisbon,Greek,3
Lisbon,Filipino,3
Lisbon,Eastern European,3
Lisbon,Puerto Rican,2
Lisbon,Austrian,2
Lisbon,Swiss,2
Lisbon,Persian,2
Lisbon,Central Asian,2
Lisbon,Irish,2
Lisbon,Romanian,2
Lisbon,Malaysian,2
Lisbon,Korean,2
Lisbon,Russian,2
Lisbon,Moroccan,2
Lisbon,Albanian,1
Lisbon,Polish,1
Lisbon,Taiwanese,1
Lisbon,Chilean,1
Lisbon,Indonesian,1
Lisbon,Venezuelan,1
Lisbon,Tunisian,1
Lisbon,Ukrainian,1
Lisbon,Israeli,1
Lisbon,Hawaiian,1
Ljubljana,European,221
Ljubljana,Slovenian,151
Ljubljana,Vegetarian Friendly,123
Ljubljana,Central European,114
Ljubljana,Mediterranean,81
Ljubljana,Vegan Options,63
Ljubljana,Gluten Free Options,61
Ljubljana,Pizza,56
Ljubljana,Italian,52
Ljubljana,Bar,47
Ljubljana,Cafe,37
Ljubljana,Eastern European,33
Ljubljana,Fast Food,33
Ljubljana,Barbecue,30
Ljubljana,Pub,29
Ljubljana,Asian,28
Ljubljana,Seafood,27
Ljubljana,International,21
Ljubljana,American,16
Ljubljana,Soups,15
Ljubljana,Wine Bar,14
Ljubljana,Chinese,14
Ljubljana,Grill,13
Ljubljana,Mexican,10
Ljubljana,Steakhouse,10
Ljubljana,Healthy,9
Ljubljana,Contemporary,8
Ljubljana,Thai,8
Ljubljana,Japanese,8
Ljubljana,Sushi,6
Ljubljana,Middle Eastern,6
Ljubljana,Indian,6
Ljubljana,Fusion,6
Ljubljana,Street Food,6
Ljubljana,Spanish,4
Ljubljana,Latin,3
Ljubljana,Croatian,3
Ljubljana,Greek,3
Ljubljana,Turkish,3
Ljubljana,South American,2
Ljubljana,Delicatessen,2
Ljubljana,British,2
Ljubljana,Brazilian,2
Ljubljana,French,2
Ljubljana,Halal,2
Ljubljana,Irish,2
Ljubljana,Gastropub,2
Ljubljana,Central American,2
Ljubljana,Bangladeshi,1
Ljubljana,Vietnamese,1
Ljubljana,Lebanese,1
Ljubljana,African,1
Ljubljana,Persian,1
Ljubljana,Russian,1
Ljubljana,Nepali,1
Ljubljana,Albanian,1
Ljubljana,Native American,1
Ljubljana,Korean,1
Ljubljana,Brew Pub,1
Ljubljana,Diner,1
Ljubljana,Argentinean,1
London,Vegetarian Friendly,6163
London,British,3597
London,Gluten Free Options,3271
London,Vegan Options,2681
London,European,2191
London,Bar,2144
London,Asian,2139
London,Pub,1806
London,Italian,1722
London,Mediterranean,1583
London,Cafe,1506
London,Fast Food,1119
London,Indian,1055
London,Pizza,1055
London,Halal,871
London,Middle Eastern,691
London,American,685
London,Chinese,659
London,Japanese,542
London,Turkish,440
London,Thai,440
London,French,439
London,Sushi,420
London,International,419
London,Seafood,410
London,Grill,321
London,Gastropub,313
London,Spanish,300
London,Healthy,266
London,Barbecue,249
London,Wine Bar,247
London,Steakhouse,246
London,Lebanese,246
London,Mexican,215
London,Contemporary,192
London,Vietnamese,176
London,Soups,164
London,Balti,164
London,Bangladeshi,155
London,Greek,142
London,South American,140
London,Fusion,134
London,Eastern European,134
London,Diner,133
London,Caribbean,126
London,Portuguese,123
London,Latin,115
London,Delicatessen,112
London,Street Food,83
London,Korean,81
London,Persian,81
London,Pakistani,80
London,Malaysian,70
London,African,66
London,Jamaican,60
London,Central American,59
London,Brazilian,57
London,Argentinean,57
London,Brew Pub,52
London,Central European,52
London,Moroccan,51
London,Nepali,51
London,Peruvian,33
London,Israeli,32
London,Polish,30
London,Kosher,26
London,Ethiopian,26
London,Australian,25
London,German,24
London,Indonesian,21
London,Irish,21
London,Arabic,20
London,Scandinavian,18
London,Colombian,18
London,Singaporean,17
London,Taiwanese,16
London,Afghani,16
London,Sri Lankan,16
London,Belgian,15
London,Southwestern,14
London,Swedish,13
London,Scottish,13
London,Hawaiian,12
London,Cuban,11
London,Cajun & Creole,11
London,Russian,10
London,Filipino,10
London,Austrian,9
London,Venezuelan,7
London,Armenian,6
London,Egyptian,6
London,Romanian,5
London,Minority Chinese,5
London,Dutch,4
London,Central Asian,4
London,Danish,4
London,New Zealand,4
London,Burmese,4
London,Hungarian,4
London,Norwegian,4
London,Albanian,3
London,Canadian,3
London,Welsh,3
London,Tibetan,3
London,Ecuadorean,2
London,Georgian,2
London,Swiss,2
London,Tunisian,2
London,Uzbek,2
London,Ukrainian,1
London,Cambodian,1
London,Croatian,1
London,Latvian,1
London,Czech,1
London,Chilean,1
London,Salvadoran,1
London,Polynesian,1
Luxembourg,European,237
Luxembourg,Vegetarian Friendly,204
Luxembourg,French,117
Luxembourg,Italian,110
Luxembourg,Mediterranean,93
Luxembourg,Asian,77
Luxembourg,Vegan Options,61
Luxembourg,Gluten Free Options,60
Luxembourg,Bar,57
Luxembourg,Pizza,51
Luxembourg,Pub,38
Luxembourg,Japanese,34
Luxembourg,Chinese,34
Luxembourg,Sushi,34
Luxembourg,International,31
Luxembourg,Cafe,27
Luxembourg,Indian,18
Luxembourg,Fast Food,17
Luxembourg,American,17
Luxembourg,Portuguese,16
Luxembourg,Spanish,13
Luxembourg,Thai,13
Luxembourg,Latin,11
Luxembourg,Wine Bar,10
Luxembourg,Central European,10
Luxembourg,Steakhouse,10
Luxembourg,Nepali,9
Luxembourg,Soups,9
Luxembourg,Mexican,9
Luxembourg,Gastropub,8
Luxembourg,Fusion,8
Luxembourg,Middle Eastern,7
Luxembourg,Seafood,7
Luxembourg,Grill,6
Luxembourg,Healthy,6
Luxembourg,South American,6
Luxembourg,Delicatessen,6
Luxembourg,Greek,5
Luxembourg,Contemporary,5
Luxembourg,Vietnamese,5
Luxembourg,German,4
Luxembourg,Tibetan,4
Luxembourg,Scandinavian,4
Luxembourg,Lebanese,4
Luxembourg,Brazilian,3
Luxembourg,Korean,3
Luxembourg,Persian,3
Luxembourg,Central American,3
Luxembourg,Danish,3
Luxembourg,Turkish,3
Luxembourg,Brew Pub,3
Luxembourg,Moroccan,2
Luxembourg,Peruvian,2
Luxembourg,Swedish,2
Luxembourg,British,2
Luxembourg,Argentinean,2
Luxembourg,Barbecue,2
Luxembourg,Diner,1
Luxembourg,African,1
Luxembourg,Halal,1
Luxembourg,Caribbean,1
Luxembourg,Cuban,1
Luxembourg,Eastern European,1
Luxembourg,Polish,1
Luxembourg,Bangladeshi,1
Luxembourg,Swiss,1
Luxembourg,Irish,1
Luxembourg,Xinjiang,1
Lyon,French,906
Lyon,European,298
Lyon,Vegetarian Friendly,223
Lyon,Italian,163
Lyon,Pizza,130
Lyon,Asian,95
Lyon,Japanese,85
Lyon,Pub,83
Lyon,Mediterranean,80
Lyon,Bar,78
Lyon,Wine Bar,68
Lyon,American,67
Lyon,Fast Food,62
Lyon,Cafe,59
Lyon,Gastropub,51
Lyon,Vegan Options,51
Lyon,Sushi,47
Lyon,Chinese,44
Lyon,Indian,40
Lyon,Spanish,38
Lyon,Brew Pub,38
Lyon,Vietnamese,37
Lyon,Middle Eastern,31
Lyon,Seafood,30
Lyon,Healthy,29
Lyon,Steakhouse,29
Lyon,Grill,29
Lyon,International,28
Lyon,Delicatessen,26
Lyon,Contemporary,25
Lyon,Thai,25
Lyon,Street Food,24
Lyon,Gluten Free Options,23
Lyon,Fusion,21
Lyon,Diner,19
Lyon,Mexican,17
Lyon,Pakistani,16
Lyon,Barbecue,16
Lyon,South American,15
Lyon,Lebanese,14
Lyon,Moroccan,14
Lyon,Turkish,12
Lyon,African,11
Lyon,Latin,11
Lyon,Soups,11
Lyon,Halal,9
Lyon,Eastern European,8
Lyon,Tunisian,8
Lyon,Belgian,7
Lyon,Armenian,7
Lyon,Russian,6
Lyon,Korean,6
Lyon,British,6
Lyon,Cambodian,6
Lyon,Greek,6
Lyon,Brazilian,5
Lyon,Cajun & Creole,5
Lyon,Irish,4
Lyon,Caribbean,4
Lyon,Peruvian,3
Lyon,Portuguese,3
Lyon,Argentinean,3
Lyon,Colombian,3
Lyon,Central American,3
Lyon,Persian,2
Lyon,German,2
Lyon,Venezuelan,2
Lyon,Albanian,2
Lyon,Scandinavian,1
Lyon,Nepali,1
Lyon,Tibetan,1
Lyon,Yunnan,1
Lyon,Cuban,1
Lyon,Chilean,1
Lyon,Ethiopian,1
Lyon,Georgian,1
Lyon,Taiwanese,1
Lyon,Danish,1
Lyon,Welsh,1
Lyon,Canadian,1
Madrid,Spanish,3198
Madrid,Mediterranean,2074
Madrid,Vegetarian Friendly,1366
Madrid,European,1016
Madrid,Gluten Free Options,634
Madrid,Vegan Options,596
Madrid,Italian,421
Madrid,Bar,373
Madrid,International,348
Madrid,Cafe,313
Madrid,Asian,312
Madrid,American,305
Madrid,Japanese,266
Madrid,Fusion,263
Madrid,Pizza,259
Madrid,Pub,243
Madrid,Fast Food,211
Madrid,South American,193
Madrid,Chinese,172
Madrid,Healthy,164
Madrid,Seafood,160
Madrid,Sushi,158
Madrid,Mexican,158
Madrid,Contemporary,145
Madrid,Steakhouse,130
Madrid,Latin,114
Madrid,Argentinean,88
Madrid,Barbecue,86
Madrid,Peruvian,80
Madrid,Indian,80
Madrid,Grill,70
Madrid,Delicatessen,68
Madrid,Diner,62
Madrid,Gastropub,62
Madrid,Thai,61
Madrid,Wine Bar,60
Madrid,French,59
Madrid,Venezuelan,46
Madrid,Middle Eastern,41
Madrid,Brew Pub,39
Madrid,Street Food,32
Madrid,Central American,31
Madrid,Turkish,30
Madrid,Soups,30
Madrid,Brazilian,28
Madrid,Caribbean,27
Madrid,Halal,23
Madrid,Greek,21
Madrid,Vietnamese,21
Madrid,German,20
Madrid,Portuguese,18
Madrid,Lebanese,16
Madrid,African,16
Madrid,Russian,12
Madrid,Moroccan,12
Madrid,Irish,12
Madrid,Korean,12
Madrid,Eastern European,11
Madrid,Central European,11
Madrid,Colombian,10
Madrid,Cuban,10
Madrid,Ecuadorean,9
Madrid,British,9
Madrid,Taiwanese,7
Madrid,Pakistani,7
Madrid,Indonesian,6
Madrid,Hawaiian,5
Madrid,Nepali,5
Madrid,Filipino,5
Madrid,Georgian,4
Madrid,Belgian,4
Madrid,Afghani,3
Madrid,Egyptian,3
Madrid,Minority Chinese,3
Madrid,Armenian,3
Madrid,Singaporean,3
Madrid,Ukrainian,3
Madrid,Chilean,3
Madrid,Romanian,3
Madrid,Persian,3
Madrid,Ethiopian,3
Madrid,Israeli,3
Madrid,Polish,2
Madrid,Bangladeshi,2
Madrid,Arabic,2
Madrid,Central Asian,2
Madrid,Salvadoran,2
Madrid,Welsh,1
Madrid,Malaysian,1
Madrid,Yunnan,1
Madrid,Balti,1
Madrid,Scandinavian,1
Madrid,Czech,1
Madrid,Swiss,1
Madrid,Polynesian,1
Madrid,Dutch,1
Madrid,Tunisian,1
Madrid,Tibetan,1
Madrid,Canadian,1
Madrid,Cajun & Creole,1
Madrid,Albanian,1
Madrid,Kosher,1
Madrid,Fujian,1
Madrid,Swedish,1
Milan,Italian,2926
Milan,Vegetarian Friendly,1592
Milan,Mediterranean,1377
Milan,Pizza,909
Milan,Seafood,810
Milan,Vegan Options,605
Milan,Gluten Free Options,533
Milan,European,526
Milan,Japanese,383
Milan,Bar,336
Milan,Chinese,302
Milan,Sushi,299
Milan,Pub,261
Milan,Asian,249
Milan,Cafe,224
Milan,Fast Food,174
Milan,Soups,152
Milan,International,136
Milan,Barbecue,133
Milan,Fusion,128
Milan,Wine Bar,121
Milan,American,118
Milan,Brew Pub,82
Milan,Steakhouse,70
Milan,Contemporary,66
Milan,South American,61
Milan,Delicatessen,59
Milan,Street Food,52
Milan,Indian,46
Milan,Gastropub,45
Milan,Healthy,44
Milan,Spanish,37
Milan,Latin,34
Milan,Middle Eastern,33
Milan,Mexican,29
Milan,Turkish,26
Milan,Brazilian,25
Milan,Thai,24
Milan,French,22
Milan,Peruvian,22
Milan,Grill,22
Milan,Korean,18
Milan,Greek,17
Milan,African,17
Milan,Halal,16
Milan,Argentinean,15
Milan,Egyptian,13
Milan,Lebanese,11
Milan,German,10
Milan,Central American,10
Milan,Nepali,10
Milan,Vietnamese,10
Milan,Diner,7
Milan,British,7
Milan,Arabic,7
Milan,Moroccan,6
Milan,Sri Lankan,6
Milan,Ethiopian,6
Milan,Central European,6
Milan,Russian,5
Milan,Minority Chinese,5
Milan,Israeli,4
Milan,Pakistani,4
Milan,Caribbean,4
Milan,Ecuadorean,4
Milan,Filipino,4
Milan,Australian,4
Milan,Irish,4
Milan,Austrian,4
Milan,Kosher,4
Milan,Singaporean,3
Milan,Eastern European,3
Milan,Venezuelan,3
Milan,Tibetan,3
Milan,Cuban,3
Milan,Swedish,2
Milan,Mongolian,2
Milan,Scandinavian,2
Milan,Colombian,2
Milan,Taiwanese,2
Milan,Ukrainian,2
Milan,Belgian,2
Milan,Persian,2
Milan,Southwestern,1
Milan,Norwegian,1
Milan,Hungarian,1
Milan,Fujian,1
Milan,Uzbek,1
Milan,Dutch,1
Milan,Malaysian,1
Milan,Scottish,1
Milan,Hawaiian,1
Munich,Vegetarian Friendly,880
Munich,European,616
Munich,Italian,404
Munich,German,397
Munich,Mediterranean,372
Munich,Vegan Options,245
Munich,Central European,233
Munich,Asian,210
Munich,Pizza,171
Munich,International,162
Munich,Bar,153
Munich,Cafe,126
Munich,Seafood,113
Munich,Gluten Free Options,105
Munich,Pub,92
Munich,Vietnamese,90
Munich,Greek,89
Munich,Sushi,84
Munich,Japanese,77
Munich,American,73
Munich,Chinese,72
Munich,Indian,66
Munich,Thai,61
Munich,Middle Eastern,57
Munich,French,56
Munich,Fast Food,56
Munich,Healthy,44
Munich,Grill,41
Munich,Spanish,40
Munich,Turkish,39
Munich,Diner,37
Munich,Mexican,34
Munich,Delicatessen,33
Munich,Halal,33
Munich,Steakhouse,29
Munich,Wine Bar,28
Munich,Gastropub,28
Munich,Barbecue,26
Munich,Austrian,26
Munich,Fusion,25
Munich,Soups,23
Munich,Contemporary,22
Munich,South American,16
Munich,Latin,16
Munich,Central American,13
Munich,Street Food,13
Munich,Croatian,11
Munich,Afghani,11
Munich,Lebanese,11
Munich,Eastern European,8
Munich,Korean,8
Munich,African,8
Munich,Brew Pub,7
Munich,Portuguese,5
Munich,Irish,5
Munich,Mongolian,5
Munich,Ethiopian,4
Munich,Persian,4
Munich,Pakistani,3
Munich,Minority Chinese,3
Munich,Hawaiian,3
Munich,Argentinean,3
Munich,Arabic,3
Munich,Southwestern,3
Munich,Moroccan,3
Munich,Brazilian,3
Munich,Israeli,3
Munich,Swiss,2
Munich,Russian,2
Munich,Peruvian,2
Munich,Caribbean,2
Munich,Cajun & Creole,2
Munich,Nepali,2
Munich,Central Asian,1
Munich,Australian,1
Munich,Venezuelan,1
Munich,Tunisian,1
Munich,Romanian,1
Munich,Kosher,1
Munich,British,1
Munich,Indonesian,1
Munich,Tibetan,1
Munich,Ukrainian,1
Munich,Polynesian,1
Munich,Georgian,1
Munich,Malaysian,1
Munich,Balti,1
Munich,Hungarian,1
Oporto,Portuguese,848
Oporto,European,834
Oporto,Mediterranean,368
Oporto,Vegetarian Friendly,290
Oporto,Vegan Options,138
Oporto,Gluten Free Options,104
Oporto,Cafe,90
Oporto,Bar,81
Oporto,Spanish,60
Oporto,Italian,60
Oporto,Contemporary,58
Oporto,Wine Bar,58
Oporto,International,53
Oporto,Japanese,51
Oporto,Pub,46
Oporto,Sushi,46
Oporto,Seafood,43
Oporto,Asian,39
Oporto,Barbecue,39
Oporto,Pizza,37
Oporto,Soups,33
Oporto,Fast Food,30
Oporto,Fusion,30
Oporto,Steakhouse,26
Oporto,Grill,25
Oporto,American,21
Oporto,Healthy,18
Oporto,Brazilian,17
Oporto,South American,17
Oporto,French,14
Oporto,Delicatessen,11
Oporto,Chinese,10
Oporto,Latin,7
Oporto,Gastropub,7
Oporto,African,7
Oporto,Indian,6
Oporto,Street Food,5
Oporto,Central European,4
Oporto,Brew Pub,3
Oporto,Argentinean,3
Oporto,Diner,3
Oporto,Middle Eastern,3
Oporto,Belgian,2
Oporto,Mexican,2
Oporto,Venezuelan,2
Oporto,Israeli,2
Oporto,Albanian,1
Oporto,Turkish,1
Oporto,Peruvian,1
Oporto,Taiwanese,1
Oporto,British,1
Oporto,German,1
Oporto,Lebanese,1
Oporto,Kosher,1
Oporto,Southwestern,1
Oporto,Thai,1
Oporto,Greek,1
Oslo,European,337
Oslo,Vegetarian Friendly,316
Oslo,Gluten Free Options,228
Oslo,Norwegian,187
Oslo,Asian,159
Oslo,Vegan Options,156
Oslo,Scandinavian,144
Oslo,Bar,124
Oslo,Italian,94
Oslo,Pub,92
Oslo,Sushi,84
Oslo,Pizza,76
Oslo,Japanese,76
Oslo,Cafe,62
Oslo,American,61
Oslo,International,60
Oslo,Thai,56
Oslo,Fast Food,53
Oslo,Mediterranean,47
Oslo,Indian,47
Oslo,Seafood,35
Oslo,Chinese,34
Oslo,French,32
Oslo,Middle Eastern,30
Oslo,Spanish,27
Oslo,Turkish,23
Oslo,Barbecue,21
Oslo,Vietnamese,20
Oslo,Fusion,20
Oslo,Mexican,19
Oslo,Gastropub,18
Oslo,Soups,15
Oslo,Grill,14
Oslo,Wine Bar,13
Oslo,Diner,13
Oslo,Contemporary,12
Oslo,Steakhouse,12
Oslo,Pakistani,12
Oslo,Halal,11
Oslo,Delicatessen,8
Oslo,Central American,7
Oslo,South American,6
Oslo,Street Food,6
Oslo,Korean,6
Oslo,Brew Pub,6
Oslo,Latin,5
Oslo,Danish,5
Oslo,German,4
Oslo,Peruvian,4
Oslo,Greek,4
Oslo,Southwestern,3
Oslo,Swedish,3
Oslo,Lebanese,3
Oslo,British,3
Oslo,Moroccan,3
Oslo,Healthy,2
Oslo,Mongolian,2
Oslo,Persian,2
Oslo,Caribbean,2
Oslo,African,2
Oslo,Cajun & Creole,2
Oslo,Irish,1
Oslo,Portuguese,1
Oslo,Polish,1
Oslo,Hawaiian,1
Oslo,Brazilian,1
Oslo,Nepali,1
Oslo,Eastern European,1
Oslo,Central European,1
Oslo,Ethiopian,1
Oslo,Dutch,1
Oslo,Sri Lankan,1
Oslo,Jamaican,1
Oslo,Afghani,1
Oslo,Chilean,1
Paris,French,5258
Paris,European,3353
Paris,Vegetarian Friendly,2739
Paris,Italian,1282
Paris,Asian,987
Paris,Mediterranean,860
Paris,Bar,859
Paris,Vegan Options,759
Paris,Japanese,716
Paris,Pizza,556
Paris,Cafe,527
Paris,Pub,478
Paris,Chinese,450
Paris,Gluten Free Options,391
Paris,American,351
Paris,Wine Bar,345
Paris,Sushi,344
Paris,Thai,333
Paris,Vietnamese,331
Paris,Fast Food,304
Paris,Middle Eastern,252
Paris,Indian,234
Paris,Gastropub,232
Paris,Spanish,174
Paris,Lebanese,173
Paris,Fusion,171
Paris,Seafood,167
Paris,International,157
Paris,Contemporary,141
Paris,Moroccan,141
Paris,Delicatessen,132
Paris,Soups,129
Paris,Healthy,128
Paris,Korean,119
Paris,Halal,110
Paris,African,109
Paris,Street Food,97
Paris,Steakhouse,96
Paris,Brew Pub,94
Paris,Grill,91
Paris,South American,90
Paris,Mexican,82
Paris,Barbecue,75
Paris,Turkish,71
Paris,Latin,67
Paris,Greek,66
Paris,Diner,59
Paris,Kosher,45
Paris,Tunisian,44
Paris,Portuguese,41
Paris,Central American,36
Paris,Caribbean,36
Paris,Argentinean,34
Paris,Pakistani,33
Paris,Brazilian,31
Paris,Cambodian,30
Paris,Peruvian,27
Paris,Cajun & Creole,26
Paris,Belgian,23
Paris,Russian,23
Paris,British,22
Paris,Israeli,21
Paris,Eastern European,19
Paris,Tibetan,18
Paris,Irish,17
Paris,Central European,15
Paris,Persian,15
Paris,Taiwanese,13
Paris,Ethiopian,13
Paris,Arabic,11
Paris,Scandinavian,10
Paris,Indonesian,10
Paris,Australian,9
Paris,Cuban,9
Paris,Colombian,8
Paris,Afghani,7
Paris,Sri Lankan,7
Paris,Polish,7
Paris,German,6
Paris,Hawaiian,6
Paris,Swiss,5
Paris,Nepali,5
Paris,Danish,4
Paris,Bangladeshi,4
Paris,Canadian,4
Paris,Central Asian,3
Paris,Malaysian,3
Paris,Egyptian,3
Paris,Ukrainian,3
Paris,Swedish,3
Paris,Venezuelan,2
Paris,Albanian,2
Paris,Scottish,2
Paris,Armenian,2
Paris,Norwegian,2
Paris,Romanian,2
Paris,Singaporean,1
Paris,Georgian,1
Paris,Uzbek,1
Paris,Hungarian,1
Paris,Croatian,1
Paris,Minority Chinese,1
Paris,Xinjiang,1
Paris,Mongolian,1
Paris,Filipino,1
Paris,Native American,1
Paris,Chilean,1
Paris,Southwestern,1
Paris,Dutch,1
Prague,European,1981
Prague,Czech,1578
Prague,Central European,832
Prague,Vegetarian Friendly,778
Prague,Bar,583
Prague,Pub,452
Prague,Cafe,409
Prague,Italian,387
Prague,Eastern European,372
Prague,International,333
Prague,Gluten Free Options,296
Prague,Vegan Options,295
Prague,Fast Food,284
Prague,Asian,252
Prague,Pizza,232
Prague,Mediterranean,204
Prague,American,168
Prague,Chinese,102
Prague,Japanese,86
Prague,Vietnamese,85
Prague,Sushi,80
Prague,French,79
Prague,Wine Bar,74
Prague,Thai,68
Prague,Indian,68
Prague,Diner,60
Prague,Mexican,55
Prague,Seafood,55
Prague,Grill,52
Prague,Barbecue,50
Prague,Steakhouse,49
Prague,Gastropub,46
Prague,Soups,45
Prague,Healthy,43
Prague,Fusion,37
Prague,Contemporary,37
Prague,Middle Eastern,32
Prague,Spanish,29
Prague,Delicatessen,27
Prague,Turkish,27
Prague,Latin,22
Prague,Greek,21
Prague,Brew Pub,17
Prague,Halal,17
Prague,South American,16
Prague,Central American,15
Prague,British,12
Prague,Street Food,12
Prague,Korean,12
Prague,Irish,11
Prague,Russian,9
Prague,Austrian,8
Prague,Argentinean,8
Prague,Lebanese,8
Prague,Brazilian,6
Prague,Indonesian,6
Prague,Israeli,5
Prague,Kosher,5
Prague,African,5
Prague,Belgian,5
Prague,Bangladeshi,5
Prague,Pakistani,5
Prague,Arabic,4
Prague,Nepali,4
Prague,Caribbean,4
Prague,Croatian,4
Prague,Canadian,3
Prague,Southwestern,3
Prague,Cuban,3
Prague,German,3
Prague,Scandinavian,2
Prague,Tibetan,2
Prague,Taiwanese,2
Prague,Georgian,2
Prague,Uzbek,2
Prague,Armenian,2
Prague,Swiss,2
Prague,Sri Lankan,2
Prague,Scottish,1
Prague,Ukrainian,1
Prague,Hungarian,1
Prague,Romanian,1
Prague,Swedish,1
Prague,Mongolian,1
Prague,Danish,1
Prague,Moroccan,1
Prague,Slovenian,1
Prague,Afghani,1
Prague,Central Asian,1
Prague,Norwegian,1
Prague,Fujian,1
Prague,Minority Chinese,1
Prague,Ethiopian,1
Prague,Venezuelan,1
Rome,Italian,3822
Rome,Vegetarian Friendly,2507
Rome,Mediterranean,2210
Rome,Pizza,1486
Rome,Vegan Options,1133
Rome,Gluten Free Options,919
Rome,Seafood,832
Rome,European,681
Rome,Bar,333
Rome,Pub,331
Rome,Fast Food,293
Rome,Cafe,212
Rome,Wine Bar,210
Rome,Soups,169
Rome,Japanese,168
Rome,Delicatessen,167
Rome,International,155
Rome,Chinese,151
Rome,Brew Pub,142
Rome,Asian,137
Rome,Sushi,119
Rome,American,113
Rome,Barbecue,111
Rome,Street Food,91
Rome,Gastropub,86
Rome,Steakhouse,77
Rome,Fusion,74
Rome,Contemporary,66
Rome,Healthy,39
Rome,Grill,38
Rome,Middle Eastern,35
Rome,South American,34
Rome,Mexican,30
Rome,Indian,28
Rome,Thai,27
Rome,Latin,20
Rome,French,18
Rome,Kosher,17
Rome,Central European,17
Rome,Spanish,17
Rome,Halal,16
Rome,Brazilian,14
Rome,Greek,13
Rome,Peruvian,13
Rome,Central American,12
Rome,Irish,12
Rome,Israeli,12
Rome,German,11
Rome,African,11
Rome,Turkish,11
Rome,Argentinean,9
Rome,Ethiopian,9
Rome,Lebanese,9
Rome,British,8
Rome,Korean,8
Rome,Vietnamese,7
Rome,Filipino,5
Rome,Persian,5
Rome,Egyptian,5
Rome,Venezuelan,5
Rome,Arabic,5
Rome,Moroccan,4
Rome,Diner,4
Rome,Austrian,4
Rome,Scandinavian,3
Rome,Indonesian,2
Rome,Norwegian,2
Rome,Tunisian,2
Rome,Pakistani,2
Rome,Hawaiian,2
Rome,Afghani,2
Rome,Malaysian,2
Rome,Danish,2
Rome,Colombian,2
Rome,Swedish,2
Rome,Taiwanese,2
Rome,Caribbean,2
Rome,Bangladeshi,2
Rome,Scottish,1
Rome,Polish,1
Rome,Ukrainian,1
Rome,Australian,1
Rome,Eastern European,1
Rome,Minority Chinese,1
Rome,Balti,1
Rome,Swiss,1
Rome,Nepali,1
Rome,Portuguese,1
Rome,Southwestern,1
Rome,Romanian,1
Rome,Native American,1
Rome,Russian,1
Rome,Fujian,1
Rome,Belgian,1
Rome,Cajun & Creole,1
Rome,Albanian,1
Rome,Cuban,1
Rome,Jamaican,1
Stockholm,European,716
Stockholm,Vegetarian Friendly,625
Stockholm,Swedish,449
Stockholm,Scandinavian,289
Stockholm,Gluten Free Options,284
Stockholm,Vegan Options,244
Stockholm,Bar,195
Stockholm,Asian,194
Stockholm,Italian,170
Stockholm,Pub,146
Stockholm,Sushi,134
Stockholm,Mediterranean,130
Stockholm,Pizza,123
Stockholm,Japanese,116
Stockholm,International,109
Stockholm,Cafe,103
Stockholm,American,97
Stockholm,Chinese,78
Stockholm,Indian,78
Stockholm,Thai,71
Stockholm,Fast Food,62
Stockholm,French,60
Stockholm,Spanish,54
Stockholm,Middle Eastern,52
Stockholm,Barbecue,50
Stockholm,Seafood,45
Stockholm,Steakhouse,33
Stockholm,Greek,28
Stockholm,Mexican,25
Stockholm,Lebanese,22
Stockholm,Fusion,22
Stockholm,Latin,21
Stockholm,Korean,20
Stockholm,Turkish,20
Stockholm,Central European,20
Stockholm,Contemporary,18
Stockholm,Vietnamese,18
Stockholm,British,18
Stockholm,Grill,17
Stockholm,Wine Bar,17
Stockholm,South American,16
Stockholm,Healthy,16
Stockholm,Soups,14
Stockholm,Halal,12
Stockholm,Gastropub,12
Stockholm,Delicatessen,11
Stockholm,German,8
Stockholm,Persian,8
Stockholm,Pakistani,8
Stockholm,Diner,7
Stockholm,Eastern European,7
Stockholm,Caucasian,7
Stockholm,Peruvian,7
Stockholm,African,6
Stockholm,Irish,6
Stockholm,Street Food,6
Stockholm,Argentinean,4
Stockholm,Brew Pub,4
Stockholm,Mongolian,4
Stockholm,Ethiopian,4
Stockholm,Hawaiian,3
Stockholm,Caribbean,3
Stockholm,Belgian,3
Stockholm,Polish,3
Stockholm,Danish,3
Stockholm,Bangladeshi,3
Stockholm,Australian,2
Stockholm,Austrian,2
Stockholm,Brazilian,2
Stockholm,Afghani,2
Stockholm,Indonesian,2
Stockholm,Arabic,2
Stockholm,Russian,2
Stockholm,Jamaican,2
Stockholm,Malaysian,2
Stockholm,New Zealand,2
Stockholm,Albanian,1
Stockholm,Colombian,1
Stockholm,Cuban,1
Stockholm,Taiwanese,1
Stockholm,Dutch,1
Stockholm,Czech,1
Stockholm,Southwestern,1
Stockholm,Cajun & Creole,1
Stockholm,Venezuelan,1
Stockholm,Georgian,1
Stockholm,Israeli,1
Stockholm,Central American,1
Stockholm,Swiss,1
Stockholm,Armenian,1
