1,6,686.34
2,1,114.15
3,7,345.81
4,5,675.86
5,5,859.54
6,5,984.19
7,8,102.59
8,9,867.29
9,3,317.68
10,4,47.06
11,3,757.99
12,3,516.56
13,3,259.05
14,2,585.39
15,1,437.13
16,3,135.64
17,8,937.72
18,5,591.02
19,9,77.46
20,5,603.75
21,6,969.13
22,3,112.35
23,7,30.04
24,3,133.85
25,5,372.70
26,3,288.28
27,7,718.33
28,6,160.69
29,9,986.19
30,2,884.58
31,8,708.44
32,1,744.95
33,5,644.17
34,8,240.76
35,7,534.32
36,4,462.66
37,9,800.53
38,2,749.67
39,7,945.73
40,5,508.28
41,7,492.86
42,6,248.00
43,4,917.06
44,3,496.33
45,7,754.38
46,8,784.38
47,3,86.54
48,6,829.91
49,2,652.34
50,6,692.69
51,1,345.93
52,9,246.92
53,2,95.61
54,4,923.71
55,7,224.48
56,7,484.79
57,5,89.00
58,4,758.10
59,5,736.20
60,3,312.80
61,7,637.74
62,5,753.76
63,5,549.09
64,4,466.83
65,1,781.10
66,7,40.33
67,6,573.81
68,3,650.80
69,1,6.18
70,9,914.11
71,9,369.48
72,2,855.17
73,6,995.13
74,6,213.75
75,5,750.20
76,6,721.68
77,8,196.16
78,7,896.61
79,6,381.99
80,3,122.25
81,5,624.09
82,9,822.14
83,2,606.39
84,6,105.56
85,9,955.44
86,9,661.87
87,6,729.16
88,9,68.70
89,1,266.69
90,5,64.57
91,3,106.26
92,5,705.33
93,1,244.61
94,6,289.94
95,4,283.58
96,5,485.30
97,7,247.97
98,9,324.19
99,3,795.33
100,1,53.89
101,4,265.59
102,5,999.92
103,5,218.55
104,8,811.68
105,5,224.75
106,6,937.54
107,9,453.25
108,9,545.80
109,2,847.21
110,4,508.59
111,7,551.38
112,2,535.33
113,7,729.15
114,7,416.67
115,3,397.73
116,8,18.34
117,9,351.81
118,9,275.60
119,3,952.68
120,4,973.16
121,3,978.79
122,9,882.23
123,8,996.88
124,4,69.65
125,9,399.59
126,9,833.88
127,3,440.49
128,8,960.80
129,4,544.13
130,7,110.36
131,2,406.08
132,9,739.28
133,1,831.15
134,2,270.47
135,2,808.48
136,7,962.57
137,1,716.65
138,4,254.57
139,9,64.10
140,7,616.11
141,3,453.94
142,9,695.87
143,5,714.45
144,2,967.28
145,6,100.59
146,7,279.02
147,2,945.01
148,9,564.79
149,2,477.39
150,9,12.19
151,1,502.98
152,7,997.75
153,3,158.56
154,1,907.74
155,1,281.31
156,3,64.11
157,7,82.43
158,6,117.55
159,6,987.13
160,4,147.53
161,9,208.73
162,6,784.44
163,1,154.67
164,9,683.06
165,7,915.03
166,7,480.92
167,7,430.18
168,4,181.85
169,3,855.31
170,5,795.24
171,1,656.89
172,4,316.65
173,8,841.21
174,4,309.21
175,5,803.88
176,1,257.67
177,4,503.65
178,5,171.24
179,2,254.44
180,4,129.91
181,9,31.74
182,8,510.16
183,5,865.88
184,4,811.63
185,7,379.91
186,7,70.54
187,4,105.55
188,2,127.92
189,9,903.26
190,7,463.80
191,1,440.94
192,1,831.84
193,9,888.58
194,5,679.31
195,6,128.44
196,5,614.11
197,5,963.26
198,5,639.30
199,6,17.43
200,1,60.56
201,5,878.96
202,8,881.62
203,1,552.70
204,9,276.23
205,4,877.34
206,4,870.99
207,2,416.98
208,5,976.67
209,2,865.77
210,1,512.85
211,9,262.46
212,2,435.52
213,1,811.22
214,5,531.00
215,5,100.18
216,3,26.58
217,8,455.39
218,7,968.92
219,5,173.62
220,6,890.51
221,7,862.07
222,6,357.17
223,7,144.64
224,7,863.48
225,8,830.57
226,8,149.39
227,8,804.42
228,9,220.48
229,8,902.25
230,3,790.04
231,5,6.32
232,3,335.79
233,1,924.56
234,6,496.03
235,5,472.00
236,4,952.76
237,6,697.51
238,2,553.22
239,2,137.79
240,6,271.77
241,9,452.30
242,7,615.71
243,6,823.76
244,6,987.96
245,8,137.03
246,6,857.28
247,8,25.83
248,2,512.57
249,5,969.06
250,8,623.53
251,7,818.37
252,2,725.04
253,9,578.60
254,9,390.63
255,7,363.52
256,5,625.20
257,6,221.28
258,7,255.93
259,3,979.40
260,1,704.59
261,5,868.81
262,6,787.25
263,2,556.22
264,3,307.64
265,7,352.18
266,3,246.96
267,8,106.91
268,1,365.12
269,6,902.83
270,4,297.82
271,5,666.91
272,1,522.82
273,8,37.86
274,6,694.17
275,3,348.37
276,5,478.43
277,6,476.87
278,2,276.38
279,7,992.72
280,4,456.27
281,5,272.11
282,5,959.45
283,6,660.16
284,7,324.44
285,2,763.32
286,2,242.94
287,8,955.37
288,8,365.11
289,9,771.61
290,1,285.42
291,8,810.56
292,1,478.11
293,2,781.47
294,9,137.93
295,1,853.48
296,2,153.72
297,4,383.12
298,9,862.36
299,6,271.26
300,7,308.68
301,9,345.70
302,6,852.65
303,5,492.76
304,4,679.62
305,9,793.11
306,9,476.15
307,3,510.58
308,5,959.13
309,7,449.10
310,1,942.50
311,7,711.37
312,7,879.91
313,5,751.15
314,8,977.91
315,1,482.40
316,2,124.81
317,7,172.64
318,4,743.27
319,7,614.88
320,9,684.39
321,1,650.31
322,9,711.67
323,8,70.83
324,9,18.59
325,1,774.88
326,9,645.29
327,5,730.20
328,5,781.87
329,3,191.90
330,6,807.80
331,6,248.56
332,4,390.66
333,1,796.26
334,5,839.90
335,7,222.87
336,5,252.23
337,1,43.97
338,5,522.82
339,3,551.34
340,2,493.92
341,5,527.45
342,8,33.74
343,1,469.04
344,3,784.78
345,5,226.87
346,2,619.46
347,3,491.98
348,1,348.10
349,6,638.82
350,4,623.85
351,7,680.80
352,1,837.08
353,9,145.57
354,5,586.40
355,5,682.88
356,1,175.75
357,9,805.01
358,9,440.08
359,7,116.36
360,3,428.90
361,7,263.37
362,3,672.48
363,7,64.60
364,2,518.83
365,4,588.99
366,7,467.50
367,9,661.08
368,7,681.17
369,4,697.51
370,2,596.61
371,6,94.15
372,3,687.40
373,5,615.99
374,8,851.09
375,3,927.34
376,3,823.49
377,7,707.99
378,4,610.34
379,2,358.25
380,4,69.97
381,9,992.76
382,4,556.52
383,1,874.32
384,4,970.33
385,2,233.28
386,8,710.29
387,4,135.21
388,2,943.43
389,2,677.91
390,7,354.24
391,5,129.88
392,5,78.55
393,8,268.19
394,5,609.38
395,7,581.28
396,5,396.15
397,2,20.77
398,2,372.38
399,5,69.39
400,3,721.30
401,6,182.35
402,6,670.10
403,5,966.19
404,2,646.61
405,9,790.20
406,3,175.20
407,3,760.18
408,5,93.07
409,5,31.25
410,8,564.57
411,8,709.87
412,7,542.60
413,2,74.77
414,9,940.45
415,4,349.14
416,2,704.74
417,4,115.96
418,5,159.11
419,8,854.27
420,4,208.62
421,2,326.71
422,8,528.90
423,6,116.91
424,5,646.38
425,3,389.86
426,9,811.43
427,7,326.70
428,3,245.28
429,1,521.10
430,5,136.59
431,1,801.85
432,8,359.98
433,1,807.84
434,6,640.15
435,9,754.31
436,4,344.62
437,4,616.26
438,7,746.90
439,5,438.04
440,6,36.92
441,2,931.21
442,4,765.83
443,7,356.80
444,1,408.94
445,7,723.36
446,9,694.22
447,3,181.04
448,5,731.79
449,9,697.76
450,1,840.97
451,8,615.56
452,7,84.62
453,9,447.38
454,2,46.63
455,8,445.03
456,3,192.41
457,9,402.26
458,6,785.05
459,2,65.58
460,2,799.92
461,4,795.42
462,4,814.81
463,5,590.77
464,1,205.43
465,6,560.70
466,5,5.29
467,5,518.99
468,9,695.28
469,9,502.43
470,5,369.89
471,6,95.41
472,5,89.97
473,1,750.63
474,3,570.36
475,4,982.00
476,2,885.53
477,8,987.04
478,6,423.35
479,6,483.46
480,7,408.26
481,9,744.89
482,4,854.24
483,1,889.45
484,4,244.51
485,1,760.06
486,8,852.95
487,4,568.54
488,2,931.06
489,3,64.55
490,7,151.83
